time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2010-02-28T23:57:14.430Z,-36.353,-74.389,35,4.7,mb,24,116.1,,0.89,pde,pde20100228235714430_35,2013-03-16T01:48:51.490Z,"off the coast of Bio-Bio, Chile",earthquake
2010-02-28T23:49:04.480Z,-37.348,-73.065,35,5.1,mb,167,115.1,,0.75,pde,pde20100228234904480_35,2013-03-16T01:48:51.473Z,"Bio-Bio, Chile",earthquake
2010-02-28T23:45:05.000Z,-35.353,-72.322,35,5.2,mb,210,50.3,,0.82,pde,pde20100228234505000_35,2013-03-16T01:48:51.455Z,"Maule, Chile",earthquake
2010-02-28T23:40:58.490Z,-35.321,-72.651,39.9,4.6,mb,27,116.3,,0.79,pde,pde20100228234058490_39,2013-03-16T01:48:51.452Z,"offshore Maule, Chile",earthquake
2010-02-28T23:21:42.550Z,57.712,-143.014,19.9,3.1,ml,31,173.6,,,pde,pde20100228232142550_19,2013-03-16T01:48:51.449Z,"Gulf of Alaska",earthquake
2010-02-28T22:45:18.050Z,-35.282,-72.603,34.2,4.8,mb,34,116.3,,0.5,pde,pde20100228224518050_34,2013-03-16T01:48:51.444Z,"offshore Maule, Chile",earthquake
2010-02-28T22:41:28.810Z,-36.847,-73.331,27.8,5,mb,105,116.6,,0.97,pde,pde20100228224128810_27,2014-04-09T23:10:33.154Z,"offshore Bio-Bio, Chile",earthquake
2010-02-28T22:36:17.250Z,-38.472,-73.971,33.4,4.8,mb,36,98.8,,0.84,pde,pde20100228223617250_33,2013-03-16T01:48:51.431Z,"offshore Araucania, Chile",earthquake
2010-02-28T22:33:11.630Z,51.639,-175.975,41.5,4,ml,25,196.6,,,pde,pde20100228223311630_41,2013-03-16T01:48:51.428Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2010-02-28T22:22:08.610Z,-35.28,-73.135,35,4.1,mb,13,116.2,,0.98,pde,pde20100228222208610_35,2013-03-16T01:48:51.426Z,"offshore Maule, Chile",earthquake
2010-02-28T22:12:08.200Z,-36.587,-73.39,41.5,4.4,mb,17,173.6,,0.67,pde,pde20100228221208200_41,2013-03-16T01:48:51.424Z,"offshore Bio-Bio, Chile",earthquake
2010-02-28T22:07:47.110Z,39.482,140.44,121.8,5.1,mwc,287,108.8,,0.68,pde,pde20100228220747110_121,2014-04-09T23:09:17.281Z,"eastern Honshu, Japan",earthquake
2010-02-28T22:03:23.550Z,28.363,86.579,35,4,mb,24,82.1,,0.94,pde,pde20100228220323550_35,2013-03-16T01:48:51.393Z,"western Xizang",earthquake
2010-02-28T22:03:05.250Z,-34.216,-72.022,35,4.9,mb,58,116.2,,0.89,pde,pde20100228220305250_35,2013-03-16T01:48:51.387Z,"offshore Libertador O'Higgins, Chile",earthquake
