time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2010-01-31T23:50:42.000Z,54.488,-161.483,3.8,2.6,ml,4,226.2,,,pde,pde20100131235042000_3,2013-03-16T01:48:25.441Z,"Alaska Peninsula",earthquake
2010-01-31T21:57:09.000Z,47.61,-121.78,12,2.5,md,11,53.4,,,pde,pde20100131215709000_12,2014-04-10T13:55:41.030Z,"Washington",earthquake
2010-01-31T20:46:59.780Z,19.068,-65.914,17.8,2.8,md,5,307.9,,,pde,pde20100131204659780_17,2013-03-16T01:48:25.407Z,"Puerto Rico region",earthquake
2010-01-31T20:37:45.140Z,40.153,-122.127,27.9,3,ml,14,71.4,,,pde,pde20100131203745140_27,2014-04-09T08:03:59.232Z,"Northern California",earthquake
2010-01-31T20:31:40.080Z,37.476,-121.801,9.4,2.4,md,6,124.2,,,pde,pde20100131203140080_9,2014-04-09T08:03:57.097Z,"San Francisco Bay area, California",earthquake
2010-01-31T19:49:34.000Z,44.58,-110.62,4,2.9,ml,28,63.4,,,pde,pde20100131194934000_4,2013-03-16T01:48:25.340Z,"Yellowstone National Park, Wyoming",earthquake
2010-01-31T19:38:24.270Z,51.054,-179.948,5.1,3,ml,14,238.5,,,pde,pde20100131193824270_5,2013-03-16T01:48:25.337Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2010-01-31T17:36:20.930Z,58.507,-154.161,79.4,2.8,m,56,69.2,,,pde,pde20100131173620930_79,2013-03-16T01:48:25.305Z,"Alaska Peninsula",earthquake
2010-01-31T17:22:02.330Z,67.847,-167.005,20,3.1,ml,8,235,,,pde,pde20100131172202330_20,2013-03-16T01:48:25.303Z,"Bering Strait",earthquake
2010-01-31T16:50:59.230Z,-36.77,-96.01,10,4.3,mb,7,128.2,,1.6,pde,pde20100131165059230_10,2013-03-16T01:48:25.302Z,"West Chile Rise",earthquake
2010-01-31T15:18:44.860Z,-18.78,169.393,231.5,5.2,mwc,168,39.6,,0.87,pde,pde20100131151844860_231,2013-03-16T01:48:25.287Z,"Vanuatu",earthquake
2010-01-31T13:53:45.690Z,-37.055,178.206,84.4,4.1,ml,56,290.8,,,pde,pde20100131135345690_84,2013-03-16T01:48:25.282Z,"off the east coast of the North Island of New Zealand",earthquake
2010-01-31T12:18:51.350Z,61.446,-150.203,47.3,2.9,ml,80,26.2,,,pde,pde20100131121851350_47,2013-03-16T01:48:25.274Z,"Southern Alaska",earthquake
2010-01-31T11:54:57.500Z,32.266,-115.07,0.1,3.3,ml,23,188.8,,,pde,pde20100131115457500_0,2014-04-08T22:05:12.911Z,"Baja California, Mexico",earthquake
2010-01-31T11:53:09.220Z,-14.3,167.265,206.5,4.4,mb,27,162.1,,0.87,pde,pde20100131115309220_206,2013-03-16T01:48:25.269Z,"Vanuatu",earthquake
2010-01-31T11:43:57.660Z,1.485,-85.099,10,5,mwc,9,83.5,,1.49,pde,pde20100131114357660_10,2013-03-16T01:48:25.266Z,"off the coast of Ecuador",earthquake
2010-01-31T10:57:01.610Z,51.914,-178.607,125.9,2.8,m,20,163.5,,,pde,pde20100131105701610_125,2013-03-16T01:48:25.236Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2010-01-31T09:55:45.890Z,-25.471,-176.677,35,5.1,mwc,77,99.3,,1.15,pde,pde20100131095545890_35,2013-03-16T01:48:25.228Z,"south of the Fiji Islands",earthquake
2010-01-31T08:52:08.320Z,52.657,-173.218,110.3,2.6,m,15,176.2,,,pde,pde20100131085208320_110,2013-03-16T01:48:25.225Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2010-01-31T08:48:34.180Z,-17.442,-178.616,589.1,4.2,mb,44,129.3,,0.71,pde,pde20100131084834180_589,2013-03-16T01:48:25.221Z,"Fiji region",earthquake
