time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2010-10-31T23:14:44.210Z,-17.071,-179.351,540.7,4.6,mb,137,66.3,,0.97,pde,pde20101031231444210_540,2013-03-16T01:50:57.357Z,"Fiji region",earthquake
2010-10-31T23:09:00.430Z,-34.761,-71.843,43.2,4.5,mb,17,150.7,,0.59,pde,pde20101031230900430_43,2013-03-16T01:50:57.355Z,"Libertador General Bernardo O'Higgins, Chile",earthquake
2010-10-31T22:46:20.350Z,52.589,-169.312,1,3.4,ml,14,216.2,,,pde,pde20101031224620350_1,2013-03-16T01:50:57.353Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2010-10-31T22:43:14.760Z,50.811,-101.888,1,3.6,mblg,42,94.2,,,pde,pde20101031224314760_1,2013-03-16T01:50:57.346Z,"Manitoba, Canada",earthquake
2010-10-31T22:23:02.040Z,12.458,126.38,56,4.7,mb,30,140.2,,0.69,pde,pde20101031222302040_56,2013-03-16T01:50:57.343Z,"Philippine Islands region",earthquake
2010-10-31T22:19:35.840Z,-15.899,-177.548,418.9,4.7,mb,138,93.6,,0.98,pde,pde20101031221935840_418,2013-03-16T01:50:57.332Z,"Fiji region",earthquake
2010-10-31T21:27:43.080Z,48.918,-122.103,0,2.1,ml,13,101.2,,,pde,pde20101031212743080_0,2014-04-10T14:21:38.092Z,"Washington",earthquake
2010-10-31T20:45:33.370Z,51.918,-171.029,12.4,4.1,mb,39,139.7,,,pde,pde20101031204533370_12,2013-03-16T01:50:57.326Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2010-10-31T20:22:15.660Z,52.871,-169.431,2.1,3,ml,12,336,,,pde,pde20101031202215660_2,2013-03-16T01:50:57.324Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2010-10-31T19:39:15.430Z,52.736,-169.433,0.3,2.8,ml,11,341.3,,,pde,pde20101031193915430_0,2013-03-16T01:50:57.322Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2010-10-31T19:23:44.800Z,-6.167,130.467,149,4.8,mb,49,52,,1.06,pde,pde20101031192344800_149,2013-03-16T01:50:57.317Z,"Banda Sea",earthquake
2010-10-31T19:03:56.070Z,38.17,75.386,122.2,4.5,mb,26,141.3,,0.85,pde,pde20101031190356070_122,2013-03-16T01:50:57.315Z,"southern Xinjiang, China",earthquake
2010-10-31T18:58:17.650Z,11.882,141.877,10,4.3,mb,16,93.7,,1.07,pde,pde20101031185817650_10,2013-03-16T01:50:57.313Z,"State of Yap, Federated States of Micronesia",earthquake
2010-10-31T18:49:11.170Z,-6.291,150.272,10,5.1,mwc,45,36.5,,0.89,pde,pde20101031184911170_10,2013-03-16T01:50:57.308Z,"New Britain region, Papua New Guinea",earthquake
2010-10-31T18:48:54.590Z,18.903,-66.603,15.4,2.6,md,9,258.3,,,pde,pde20101031184854590_15,2013-03-16T01:50:57.306Z,"Puerto Rico region",earthquake
2010-10-31T18:45:42.840Z,-38.357,177.836,29.9,4,ml,93,64.2,,,pde,pde20101031184542840_29,2013-03-16T01:50:57.297Z,"North Island of New Zealand",earthquake
2010-10-31T18:28:28.910Z,-3.734,100.216,10,4.3,mb,14,210.9,,1.17,pde,pde20101031182828910_10,2013-03-16T01:50:57.295Z,"Kepulauan Mentawai region, Indonesia",earthquake
2010-10-31T17:32:43.000Z,-48.171,-9.675,10,4.7,mb,21,88.6,,1.02,pde,pde20101031173243000_10,2013-03-16T01:50:57.293Z,"southern Mid-Atlantic Ridge",earthquake
2010-10-31T16:53:29.000Z,36.509,-81.718,3.8,2.9,mblg,10,119.1,,,pde,pde20101031165329000_3,2014-04-09T22:06:14.756Z,"eastern Tennessee",earthquake
2010-10-31T16:38:49.490Z,-6.385,150.161,10,5.8,mwc,225,15.8,,1.33,pde,pde20101031163849490_10,2014-11-13T10:00:22.592Z,"New Britain region, Papua New Guinea",earthquake
2010-10-31T16:26:39.020Z,43.759,144.702,127.2,4.1,mwr,29,134.1,,0.83,pde,pde20101031162639020_127,2013-03-16T01:50:57.201Z,"Hokkaido, Japan region",earthquake
2010-10-31T16:14:18.700Z,-7.021,105.259,10,4,mb,9,217.2,,1.33,pde,pde20101031161418700_10,2013-03-16T01:50:57.200Z,"Java, Indonesia",earthquake
2010-10-31T16:08:29.340Z,4.766,127.603,10,4.6,mb,14,167.7,,1.33,pde,pde20101031160829340_10,2013-03-16T01:50:57.198Z,"Kepulauan Talaud, Indonesia",earthquake
2010-10-31T15:12:40.060Z,32.763,82.297,31.7,4.2,mb,36,66.2,,1.11,pde,pde20101031151240060_31,2013-03-16T01:50:57.195Z,"western Xizang",earthquake
