time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2012-11-30T22:58:20.010Z,52.403,-175.232,151.3,2.5,ml,14,204.7,,,pde,pde20121130225820010_151,2013-03-16T00:09:19.066Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2012-11-30T22:29:24.340Z,-11.718,166.691,250.3,4.3,mb,26,112.8,,0.77,pde,pde20121130222924340_250,2013-03-16T00:09:19.063Z,"Santa Cruz Islands",earthquake
2012-11-30T22:18:20.060Z,-7.487,128.615,158.5,4.2,mb,24,58.5,,0.6,pde,pde20121130221820060_158,2013-03-16T00:09:19.061Z,"Kepulauan Barat Daya, Indonesia",earthquake
2012-11-30T21:56:12.680Z,34.344,-119.213,8.1,1.8,ml,5,191.1,,,pde,pde20121130215612680_8,2014-04-09T04:54:42.224Z,"Greater Los Angeles area, California",earthquake
2012-11-30T21:30:15.400Z,42.156,-124.323,11.8,3.3,ml,21,188.8,,,pde,pde20121130213015400_11,2013-12-13T23:17:35.342Z,"Oregon",earthquake
2012-11-30T20:07:15.970Z,83.762,-3.103,10,4.7,mb,113,51.4,,1.01,pde,pde20121130200715970_10,2013-03-16T00:09:19.046Z,"north of Svalbard",earthquake
2012-11-30T20:02:47.000Z,12.742,-88.211,54.4,4.2,md,8,232.5,,,pde,pde20121130200247000_54,2013-03-16T00:09:19.005Z,"offshore El Salvador",earthquake
2012-11-30T19:39:30.580Z,27.22,88.2,25,4.7,mb,84,116.4,,0.92,pde,pde20121130193930580_25,2014-04-10T12:35:25.909Z,"Sikkim, India",earthquake
2012-11-30T18:39:20.780Z,18.25,-94.592,22.5,4,md,6,170.4,,,pde,pde20121130183920780_22,2013-03-16T00:09:18.877Z,"offshore Veracruz, Mexico",earthquake
2012-11-30T18:13:31.780Z,-6.275,147.797,34.4,4.3,mb,29,74.9,,0.69,pde,pde20121130181331780_34,2013-03-16T00:09:18.873Z,"eastern New Guinea region, Papua New Guinea",earthquake
2012-11-30T18:00:05.080Z,15.389,-94.668,15,4.1,md,8,193.2,,,pde,pde20121130180005080_15,2013-03-16T00:09:18.872Z,"offshore Oaxaca, Mexico",earthquake
2012-11-30T17:18:52.230Z,43.814,147.278,57.8,4.9,mb,126,96.3,,0.92,pde,pde20121130171852230_57,2013-03-16T00:09:18.861Z,"Kuril Islands",earthquake
2012-11-30T14:27:05.320Z,61.354,-151.499,79.8,4.1,mwr,130,27.8,,,pde,pde20121130142705320_79,2014-04-08T21:03:30.108Z,"Southern Alaska",earthquake
2012-11-30T13:10:30.470Z,52.163,-161.312,18.7,3.3,ml,10,258.8,,,pde,pde20121130131030470_18,2013-03-16T00:09:18.846Z,"south of Alaska",earthquake
2012-11-30T12:58:08.180Z,22.827,95.94,10,4.2,mb,19,160.5,,1.22,pde,pde20121130125808180_10,2013-03-16T00:09:18.843Z,"Myanmar",earthquake
2012-11-30T12:49:36.750Z,55.871,160.04,35,4.4,mb,26,132.2,,1.35,pde,pde20121130124936750_35,2013-03-16T00:09:18.840Z,"Kamchatka Peninsula, Russia",earthquake
2012-11-30T11:43:40.280Z,39.151,143.791,35,4.6,mb,47,136.5,,1,pde,pde20121130114340280_35,2013-03-16T00:09:18.836Z,"off the east coast of Honshu, Japan",earthquake
2012-11-30T11:42:59.320Z,39.212,143.567,35,4.7,mb,121,77.8,,1.08,pde,pde20121130114259320_35,2014-09-04T17:06:47.000Z,"off the east coast of Honshu, Japan",earthquake
2012-11-30T11:20:38.430Z,-18.824,-175.595,200.2,5.7,mwb,399,28.3,,0.84,pde,pde20121130112038430_200,2014-09-04T17:06:46.000Z,"Tonga",earthquake
2012-11-30T11:06:58.760Z,52.111,175.131,22.1,3.4,ml,5,210.7,,,pde,pde20121130110658760_22,2013-03-16T00:09:18.684Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2012-11-30T11:00:37.700Z,55.589,160.268,46.9,4.6,mb,221,92.6,,1.15,pde,pde20121130110037700_46,2013-03-16T00:09:18.606Z,"Kamchatka Peninsula, Russia",earthquake
2012-11-30T10:58:36.230Z,52.143,175.131,25,3.5,ml,11,187.9,,,pde,pde20121130105836230_25,2013-03-16T00:09:18.603Z,"Rat Islands, Aleutian Islands, Alaska",earthquake
2012-11-30T10:40:03.300Z,36.091,-117.847,2.6,3.7,ml,81,21.7,,,pde,pde20121130104003300_2,2014-04-09T04:54:33.246Z,"Central California",earthquake
2012-11-30T09:37:59.700Z,13.894,-92.476,7.2,4,mb,22,187.5,,,pde,pde20121130093759700_7,2013-03-16T00:09:18.539Z,"offshore Guatemala",earthquake
2012-11-30T09:17:21.590Z,51.447,-178.197,17.6,2.6,ml,20,199.6,,,pde,pde20121130091721590_17,2013-03-16T00:09:18.513Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2012-11-30T09:02:47.490Z,-15.215,-72.818,81,4.6,mb,91,90.7,,0.93,pde,pde20121130090247490_81,2013-03-16T00:09:18.471Z,"southern Peru",earthquake
2012-11-30T09:00:12.920Z,36.874,-117.439,4.3,2.9,ml,25,57.8,,,pde,pde20121130090012920_4,2013-03-16T00:09:18.462Z,"Central California",earthquake
2012-11-30T08:26:24.000Z,12.552,-88.799,18.7,4.2,mb,11,178.6,,,pde,pde20121130082624000_18,2013-03-16T00:09:18.419Z,"offshore El Salvador",earthquake
2012-11-30T08:26:18.710Z,-19.209,-177.556,563.9,4.4,mb,157,78.5,,0.9,pde,pde20121130082618710_563,2013-03-16T00:09:18.378Z,"Fiji region",earthquake
2012-11-30T08:26:12.590Z,-8.687,127.845,35,4.4,mb,41,38.2,,1.49,pde,pde20121130082612590_35,2013-03-16T00:09:18.340Z,"East Timor region",earthquake
2012-11-30T08:08:10.080Z,24.913,60.798,10,4.4,mb,56,79.9,,0.79,pde,pde20121130080810080_10,2013-03-16T00:09:18.333Z,"Gulf of Oman",earthquake
2012-11-30T06:48:19.630Z,48.131,155.01,37.4,4.8,mb,146,74.5,,0.8,pde,pde20121130064819630_37,2013-03-16T00:09:18.286Z,"Kuril Islands",earthquake
2012-11-30T06:41:36.590Z,37.967,142.693,39.4,4.3,mb,58,123.8,,0.76,pde,pde20121130064136590_39,2013-03-16T00:09:18.279Z,"off the east coast of Honshu, Japan",earthquake
2012-11-30T06:06:51.530Z,43.289,-106.768,5,3.1,ml,33,60,,1.1,pde,pde20121130060651530_5,2013-03-16T00:09:18.266Z,"Wyoming",earthquake
2012-11-30T04:43:34.430Z,61.643,-149.984,27.8,2.8,ml,60,34.5,,,pde,pde20121130044334430_27,2013-03-16T00:09:18.257Z,"Southern Alaska",earthquake
2012-11-30T04:02:06.680Z,2.757,128.207,64.9,4.3,mb,27,119,,0.63,pde,pde20121130040206680_64,2013-03-16T00:09:18.255Z,"Halmahera, Indonesia",earthquake
2012-11-30T03:52:20.700Z,25.683,95.998,97.2,4.4,mb,18,113.2,,0.64,pde,pde20121130035220700_97,2013-03-16T00:09:18.252Z,"Myanmar",earthquake
2012-11-30T03:31:04.850Z,36.425,71.083,123.2,4.2,mb,22,75.5,,0.74,pde,pde20121130033104850_123,2013-03-16T00:09:18.248Z,"Hindu Kush region, Afghanistan",earthquake
2012-11-30T03:19:47.550Z,33.732,-118.816,1.8,3.2,ml,25,111,,,pde,pde20121130031947550_1,2014-03-21T05:20:27.901Z,"Channel Islands region, California",earthquake
2012-11-30T03:03:13.850Z,53.011,-132.517,18,4.1,mb,41,184.6,,,pde,pde20121130030313850_18,2013-03-16T00:09:18.239Z,"Haida Gwaii, Canada",earthquake
2012-11-30T02:36:06.030Z,-37.892,176.706,189.5,4.4,mb,68,46.5,,,pde,pde20121130023606030_189,2013-03-16T00:09:18.231Z,"North Island of New Zealand",earthquake
2012-11-30T02:32:36.740Z,37.22,28.624,2.1,4,mb,51,54.3,,,pde,pde20121130023236740_2,2013-03-16T00:09:18.213Z,"western Turkey",earthquake
2012-11-30T00:34:57.900Z,18.641,-63.237,43.6,4.1,mb,21,58.7,,1.05,pde,pde20121130003457900_43,2013-03-16T00:09:18.209Z,"Anguilla region, Leeward Islands",earthquake
2012-11-30T00:24:48.580Z,-19.935,-175.481,193.2,4.4,mb,16,166.7,,0.96,pde,pde20121130002448580_193,2013-03-16T00:09:18.157Z,"Tonga",earthquake
2012-11-30T00:13:13.320Z,55.853,-158.578,53,2.6,ml,8,206.3,,,pde,pde20121130001313320_53,2013-03-16T00:09:18.155Z,"Alaska Peninsula",earthquake
2012-11-29T23:37:19.830Z,60.204,-141.859,9.5,3,ml,52,121.2,,,pde,pde20121129233719830_9,2013-03-16T00:09:18.095Z,"Southern Alaska",earthquake
2012-11-29T23:27:17.410Z,-56.282,-26.994,122.3,4.2,mb,20,116.1,,0.43,pde,pde20121129232717410_122,2013-03-16T00:09:18.091Z,"South Sandwich Islands region",earthquake
2012-11-29T23:22:36.460Z,52.635,172.416,37.4,5,mb,337,72.8,,0.76,pde,pde20121129232236460_37,2014-09-04T17:06:45.000Z,"Near Islands, Aleutian Islands, Alaska",earthquake
